date,close,open,high,low,volume/K,daliy_region,daily_opengian,daily_gain,ln_Rt
2008/1/4,5483.65 ,5430.63 ,5499.09 ,5422.46 ,51.75 ,0.014033037,0.009153043,0.009715788,0.011300654
2008/1/7,5556.59 ,5480.44 ,5569.15 ,5455.50 ,53.49 ,0.020618165,0.00913024,0.013799221,0.013213673
2008/1/8,5528.05 ,5575.95 ,5630.62 ,5485.23 ,64.90 ,0.026160535,0.017277317,-0.008627575,-0.005149479
2008/1/9,5613.76 ,5507.12 ,5614.68 ,5490.31 ,46.80 ,0.022399876,-0.012420906,0.019178926,0.015385595
2008/1/10,5672.15 ,5631.65 ,5707.67 ,5602.59 ,64.23 ,0.018581894,0.022360672,0.007165763,0.010347508
2008/1/11,5699.15 ,5688.56 ,5702.57 ,5629.64 ,56.17 ,0.012871453,0.010054668,0.0018599,0.004748806
2008/1/14,5731.76 ,5717.52 ,5756.92 ,5679.29 ,49.85 ,0.013576385,0.005078004,0.002487494,0.005705598
2008/1/15,5696.45 ,5743.43 ,5754.11 ,5652.04 ,50.89 ,0.01789784,0.004521448,-0.008213419,-0.006179465
2008/1/16,5505.72 ,5642.57 ,5642.57 ,5498.39 ,55.77 ,0.025884313,-0.017716957,-0.024552084,-0.034055622
2008/1/17,5365.62 ,5445.80 ,5533.65 ,5226.64 ,61.94 ,0.05707901,-0.035494966,-0.014832736,-0.025775619
2008/1/18,5414.47 ,5358.18 ,5419.57 ,5307.50 ,43.91 ,0.020895562,-0.016220304,0.010450634,0.009063066
2008/1/21,5145.73 ,5424.64 ,5434.35 ,5122.46 ,47.83 ,0.059105126,0.012327173,-0.052784293,-0.050907755
2008/1/22,4753.87 ,5015.43 ,5032.24 ,4708.39 ,60.77 ,0.066519189,-0.078432377,-0.053560137,-0.079208221
2008/1/23,4975.11 ,4787.17 ,4976.27 ,4751.50 ,55.78 ,0.046220257,-0.046579738,0.038508058,0.045488458
2008/1/24,5027.21 ,5034.53 ,5079.80 ,4926.37 ,56.61 ,0.030669482,0.050380753,-0.001455017,0.010417677
2008/1/25,5077.43 ,5022.90 ,5121.41 ,4966.52 ,47.14 ,0.030710398,-0.002312719,0.010797772,0.00994007
2008/1/28,4731.88 ,5038.51 ,5038.51 ,4711.28 ,41.43 ,0.06715077,0.003102947,-0.062787817,-0.070482642
2008/1/29,4762.08 ,4742.90 ,4845.66 ,4688.73 ,29.06 ,0.032921702,-0.06046164,0.004035785,0.006361961
2008/1/30,4710.65 ,4817.16 ,4858.10 ,4606.14 ,34.10 ,0.053257219,0.01553578,-0.02235864,-0.010858645
2008/1/31,4620.40 ,4693.61 ,4733.70 ,4614.28 ,30.85 ,0.025551295,-0.025982534,-0.015720728,-0.019344621
2008/2/1,4571.94 ,4623.62 ,4660.99 ,4414.12 ,35.13 ,0.054419378,-0.015024061,-0.011240326,-0.010543659
2008/2/4,4950.12 ,4695.55 ,4951.25 ,4695.55 ,40.95 ,0.053024818,0.015437304,0.052796567,0.079474196
2008/2/5,4921.83 ,4942.88 ,4995.57 ,4878.12 ,32.80 ,0.02379162,0.051332906,-0.004267745,-0.005731406
2008/2/13,4816.08 ,4858.81 ,4883.24 ,4785.80 ,21.48 ,0.020155734,-0.017154605,-0.008833233,-0.021720093
2008/2/14,4880.25 ,4858.85 ,4913.32 ,4842.85 ,19.84 ,0.014446494,8.23243E-06,0.004394664,0.013236129
2008/2/15,4813.31 ,4846.02 ,4846.02 ,4742.10 ,24.26 ,0.021677674,-0.002644035,-0.006772752,-0.013811451
2008/2/18,4910.99 ,4875.22 ,4944.88 ,4845.31 ,30.59 ,0.020341471,0.006007482,0.007310319,0.020090554
2008/2/19,5020.75 ,4926.84 ,5020.75 ,4885.69 ,36.18 ,0.027268801,0.010532577,0.018881516,0.022103774
2008/2/20,4908.72 ,5032.78 ,5062.26 ,4901.66 ,39.56 ,0.032239101,0.021274706,-0.0249593,-0.02256611
2008/2/21,4876.03 ,4878.57 ,4924.45 ,4796.10 ,33.40 ,0.026409506,-0.031120371,-0.00052078,-0.006681851
2008/2/22,4702.24 ,4850.88 ,4850.88 ,4649.81 ,37.92 ,0.042333773,-0.005692012,-0.031121141,-0.036292373
2008/2/25,4519.78 ,4704.32 ,4722.64 ,4510.69 ,33.65 ,0.04591783,-0.030678896,-0.040017915,-0.039575671
2008/2/26,4515.53 ,4637.60 ,4668.83 ,4394.59 ,33.28 ,0.060534266,-0.014284244,-0.026674425,-0.000940754
2008/2/27,4639.77 ,4543.10 ,4660.41 ,4500.89 ,29.59 ,0.034828272,-0.020587393,0.021055198,0.02714223
2008/2/28,4622.06 ,4651.16 ,4670.17 ,4582.82 ,25.40 ,0.018880944,0.023507052,-0.006276158,-0.003824303
2008/2/29,4674.55 ,4616.24 ,4683.16 ,4597.63 ,23.35 ,0.018432142,-0.00753613,0.012552381,0.011292408
2008/3/3,4790.74 ,4648.73 ,4803.90 ,4611.70 ,39.26 ,0.040831535,0.007013543,0.030090824,0.024551987
2008/3/4,4671.15 ,4813.40 ,4836.66 ,4657.38 ,45.13 ,0.037771342,0.034809631,-0.029998401,-0.025279594
2008/3/5,4628.72 ,4650.52 ,4689.97 ,4519.74 ,39.42 ,0.036971716,-0.034424654,-0.004698669,-0.009124922
2008/3/6,4685.03 ,4645.07 ,4746.58 ,4592.62 ,44.40 ,0.032973691,-0.001172599,0.008565877,0.012091947
2008/3/7,4621.69 ,4641.76 ,4693.21 ,4597.01 ,28.69 ,0.020710691,-0.000712837,-0.004333166,-0.01361188
2008/3/10,4431.59 ,4588.73 ,4588.77 ,4406.23 ,31.78 ,0.040592566,-0.011490307,-0.034844861,-0.042002003
2008/3/11,4441.18 ,4393.28 ,4441.18 ,4315.18 ,26.28 ,0.028781068,-0.043527197,0.010844006,0.002161671
2008/3/12,4309.65 ,4534.81 ,4553.34 ,4308.35 ,27.15 ,0.055306029,0.031707086,-0.050926492,-0.030063413
2008/3/13,4198.96 ,4266.27 ,4296.36 ,4121.27 ,34.45 ,0.041606784,-0.061043277,-0.015903034,-0.026019819
2008/3/14,4157.87 ,4179.44 ,4212.41 ,4092.79 ,23.43 ,0.028808041,-0.020562643,-0.005174342,-0.009833952
2008/3/17,3965.28 ,4138.88 ,4138.88 ,3958.29 ,28.18 ,0.044613106,-0.009752046,-0.042848749,-0.047426453
2008/3/18,3763.95 ,3924.87 ,3996.96 ,3700.35 ,34.52 ,0.077106662,-0.05309199,-0.041864292,-0.052107533
2008/3/19,3888.86 ,3837.60 ,3954.47 ,3776.30 ,37.90 ,0.04610189,-0.022486058,0.013268884,0.032647118
2008/3/20,4001.83 ,3833.20 ,4044.69 ,3658.04 ,46.21 ,0.100477425,-0.001147208,0.043051793,0.028635701
2008/3/21,4037.83 ,3998.20 ,4083.16 ,3958.97 ,42.62 ,0.030887308,0.042144296,0.009863159,0.008955662
2008/3/24,3857.09 ,4086.07 ,4103.57 ,3857.09 ,35.84 ,0.061944313,0.021739368,-0.057670615,-0.045794406
2008/3/25,3905.77 ,3780.46 ,3937.67 ,3747.02 ,32.25 ,0.04962832,-0.077737933,0.032609252,0.012541934
2008/3/26,3914.37 ,3926.86 ,4001.55 ,3888.02 ,28.04 ,0.028781755,0.037994429,-0.003185727,0.00219945
2008/3/27,3748.92 ,3847.44 ,3873.61 ,3745.88 ,32.00 ,0.033530319,-0.020432132,-0.025940194,-0.043186598
2008/3/28,3918.16 ,3712.98 ,3925.86 ,3661.38 ,42.10 ,0.06974531,-0.035573203,0.053787367,0.044154357
2008/3/31,3790.53 ,3802.21 ,3891.66 ,3780.12 ,29.44 ,0.029080047,0.023747688,-0.003076626,-0.033116305
2008/4/1,3582.86 ,3776.27 ,3815.16 ,3566.21 ,35.30 ,0.067479196,-0.006845727,-0.052575386,-0.056344487
2008/4/2,3547.98 ,3621.39 ,3698.53 ,3493.18 ,42.77 ,0.057122947,-0.04187882,-0.020479503,-0.009782937
2008/4/3,3650.70 ,3518.22 ,3665.65 ,3457.62 ,32.99 ,0.058425182,-0.02890275,0.03696375,0.028540503
2008/4/7,3845.82 ,3611.96 ,3854.07 ,3578.38 ,40.49 ,0.074219549,0.026295381,0.062736283,0.052067914
2008/4/8,3891.06 ,3852.01 ,3935.33 ,3820.10 ,44.07 ,0.029718141,0.064344529,0.010086524,0.01169477
2008/4/9,3688.12 ,3857.28 ,3911.70 ,3687.60 ,39.00 ,0.058996222,0.001367182,-0.044845429,-0.053564771
2008/4/10,3754.72 ,3641.66 ,3754.72 ,3608.32 ,28.80 ,0.039771425,-0.05752265,0.030574094,0.017896872
2008/4/11,3783.73 ,3794.30 ,3825.30 ,3755.01 ,26.33 ,0.018545947,0.041060319,-0.002789645,0.00769658
2008/4/14,3536.33 ,3699.14 ,3710.79 ,3525.18 ,33.43 ,0.051313293,-0.02539958,-0.045010894,-0.067620829
2008/4/15,3583.30 ,3513.07 ,3583.86 ,3417.25 ,30.66 ,0.047604298,-0.051610061,0.019793864,0.013194697
2008/4/16,3494.02 ,3573.66 ,3583.81 ,3483.18 ,26.53 ,0.028480811,0.017099982,-0.022537345,-0.025231228
2008/4/17,3386.63 ,3493.24 ,3559.10 ,3340.88 ,29.53 ,0.063273459,-0.022760608,-0.030994346,-0.031217609
2008/4/18,3272.50 ,3356.56 ,3390.55 ,3248.53 ,27.89 ,0.042789564,-0.039913032,-0.025362421,-0.034281108
2008/4/21,3267.55 ,3516.43 ,3516.43 ,3223.89 ,41.36 ,0.086857565,0.04652963,-0.073405802,-0.00151375
2008/4/22,3296.28 ,3207.88 ,3301.55 ,3122.39 ,32.54 ,0.055793321,-0.091835988,0.027184277,0.008754091
2008/4/23,3453.73 ,3267.36 ,3467.43 ,3245.30 ,44.27 ,0.06620589,0.018372037,0.055472487,0.046660247
2008/4/24,3774.50 ,3739.32 ,3781.48 ,3659.73 ,96.58 ,0.032726093,0.134921457,0.009364147,0.088813117
2008/4/25,3803.07 ,3781.91 ,3915.84 ,3737.98 ,84.81 ,0.046484507,0.011325396,0.005579462,0.007540712
2008/4/28,3729.15 ,3740.95 ,3791.77 ,3711.18 ,48.83 ,0.021483043,-0.010889583,-0.003159264,-0.01962831
2008/4/29,3776.94 ,3704.93 ,3797.53 ,3702.02 ,44.54 ,0.025472239,-0.009675225,0.019249793,0.012733832
2008/4/30,3959.12 ,3793.85 ,3970.57 ,3793.85 ,69.91 ,0.045528327,0.023716969,0.042640444,0.04710762
2008/5/5,4055.78 ,4015.21 ,4061.47 ,3972.56 ,62.53 ,0.022134254,0.056708315,0.010053374,0.024121246
2008/5/6,4010.89 ,4021.07 ,4075.57 ,3961.34 ,58.46 ,0.028428262,0.001458386,-0.002534875,-0.011129862
2008/5/7,3821.32 ,3986.13 ,4042.41 ,3821.11 ,54.46 ,0.056300092,-0.008727201,-0.042224923,-0.048417249
2008/5/8,3925.04 ,3774.04 ,3926.00 ,3761.28 ,44.06 ,0.042861771,-0.05467479,0.039230497,0.02678063
2008/5/9,3878.92 ,3960.89 ,3973.06 ,3806.52 ,53.66 ,0.042821193,0.048322702,-0.020911983,-0.011819778
2008/5/12,3904.92 ,3804.99 ,3952.79 ,3766.58 ,45.38 ,0.048254231,-0.040155384,0.025923933,0.006680532
2008/5/13,3851.69 ,3786.53 ,3923.17 ,3778.72 ,50.34 ,0.037514673,-0.004863331,0.017061981,-0.013725284
2008/5/14,3975.78 ,3843.47 ,3975.80 ,3843.47 ,50.61 ,0.033850381,0.014925572,0.033845351,0.031708942
2008/5/15,3948.09 ,4006.66 ,4038.85 ,3948.06 ,50.77 ,0.022735679,0.041582372,-0.014726059,-0.006989038
2008/5/16,3936.12 ,3948.03 ,3982.22 ,3882.89 ,39.72 ,0.025259731,-0.014741256,-0.003021254,-0.003036451
2008/5/19,3914.07 ,3926.31 ,3936.28 ,3865.50 ,29.71 ,0.018145075,-0.005516667,-0.0031223,-0.005617713
2008/5/20,3710.82 ,3911.10 ,3946.44 ,3698.55 ,39.70 ,0.064873056,-0.003881389,-0.052565788,-0.053324877
2008/5/21,3783.05 ,3668.18 ,3801.07 ,3591.57 ,43.60 ,0.056693173,-0.064123038,0.030834936,0.019277686
2008/5/22,3711.44 ,3732.64 ,3783.85 ,3704.16 ,40.74 ,0.021285497,0.017420132,-0.005695817,-0.019110621
2008/5/23,3675.15 ,3697.89 ,3741.06 ,3629.01 ,33.44 ,0.03040911,-0.009353371,-0.006168439,-0.009825993
2008/5/26,3559.22 ,3643.01 ,3643.01 ,3555.76 ,28.18 ,0.024241439,-0.014952124,-0.023268843,-0.032052528
2008/5/27,3576.20 ,3549.99 ,3594.66 ,3533.47 ,24.76 ,0.01716902,-0.025865476,0.007355998,0.004759364
2008/5/28,3676.23 ,3583.28 ,3698.00 ,3561.73 ,31.04 ,0.037545751,0.009333795,0.025609188,0.027586986
2008/5/29,3580.87 ,3666.20 ,3677.02 ,3578.73 ,29.42 ,0.027094653,0.022877121,-0.023549916,-0.026281983
2008/5/30,3611.33 ,3585.61 ,3620.22 ,3552.66 ,28.59 ,0.018838179,-0.02222709,0.007147513,0.008470338
2008/6/2,3625.83 ,3600.23 ,3650.48 ,3580.58 ,28.25 ,0.019333867,0.004069119,0.007085495,0.004007102
2008/6/3,3614.11 ,3624.57 ,3641.43 ,3585.12 ,34.74 ,0.015584515,0.006737928,-0.002890032,-0.003237599
2008/6/4,3546.92 ,3601.06 ,3605.06 ,3513.64 ,29.42 ,0.025685877,-0.006507414,-0.015148625,-0.018766008
2008/6/5,3512.14 ,3529.98 ,3542.24 ,3487.79 ,23.99 ,0.015490998,-0.019936041,-0.005066667,-0.009854083
2008/6/6,3489.50 ,3519.12 ,3532.30 ,3470.56 ,20.94 ,0.017633253,-0.003081247,-0.008452499,-0.006467079
2008/6/10,3206.56 ,3344.45 ,3352.32 ,3188.80 ,32.95 ,0.050007973,-0.050908703,-0.042103544,-0.084559748
2008/6/11,3140.30 ,3155.94 ,3181.82 ,3097.39 ,29.41 ,0.026893539,-0.058015864,-0.004968055,-0.020880375
2008/6/12,3084.63 ,3123.64 ,3148.74 ,3022.88 ,31.45 ,0.040792353,-0.010287403,-0.012567273,-0.017886622
2008/6/13,2979.12 ,3087.34 ,3108.99 ,2975.66 ,25.32 ,0.043832051,-0.01168911,-0.035681924,-0.03480376
2008/6/16,2952.24 ,2981.09 ,3012.99 ,2900.07 ,26.81 ,0.038198067,-0.035020873,-0.009724801,-0.009063751
2008/6/17,2842.68 ,2950.40 ,2977.89 ,2820.64 ,26.46 ,0.054251186,-0.010348251,-0.037193485,-0.037816935
2008/6/18,2991.27 ,2820.24 ,3007.18 ,2759.11 ,42.56 ,0.086094599,-0.045118767,0.058876059,0.050950777
2008/6/19,2773.08 ,2967.40 ,2967.40 ,2768.22 ,36.32 ,0.069481634,0.050864161,-0.067727533,-0.075739431
2008/6/20,2849.67 ,2795.47 ,2946.94 ,2691.87 ,51.68 ,0.090531224,-0.059685899,0.019202948,0.027244582
2008/6/23,2789.94 ,2798.43 ,2845.48 ,2771.36 ,26.63 ,0.026393596,0.001058296,-0.003038455,-0.021183108
2008/6/24,2851.91 ,2775.69 ,2865.90 ,2770.99 ,31.79 ,0.03367778,-0.008159181,0.02708958,0.021968855
2008/6/25,2969.54 ,2844.92 ,2973.17 ,2834.95 ,42.43 ,0.047604423,0.024635583,0.042872111,0.040418113
2008/6/26,2980.91 ,2964.52 ,3010.28 ,2922.79 ,42.60 ,0.029494458,0.041180183,0.005513492,0.003821564
2008/6/27,2816.02 ,2886.18 ,2899.84 ,2787.25 ,40.89 ,0.039600116,-0.026781302,-0.024609288,-0.056904082
2008/6/30,2791.82 ,2782.84 ,2834.27 ,2747.61 ,25.30 ,0.031052966,-0.036461839,0.003221724,-0.008630828
2008/7/1,2698.35 ,2799.20 ,2809.38 ,2690.18 ,28.85 ,0.043355713,0.005861673,-0.036693187,-0.034053238
2008/7/2,2699.60 ,2702.63 ,2745.94 ,2670.06 ,27.92 ,0.028022513,-0.035108289,-0.001121759,0.000463139
2008/7/3,2760.61 ,2654.48 ,2807.68 ,2617.26 ,45.66 ,0.070230551,-0.017976594,0.039202891,0.022348056
2008/7/4,2741.85 ,2751.21 ,2783.85 ,2716.02 ,37.91 ,0.024667288,0.035792036,-0.00340794,-0.006818795
2008/7/7,2882.76 ,2747.61 ,2890.99 ,2747.61 ,52.73 ,0.050867561,-0.001309372,0.048016726,0.050115294
2008/7/8,2901.84 ,2900.57 ,2939.14 ,2841.07 ,54.25 ,0.03393628,0.054175827,0.000437749,0.00659685
2008/7/9,3015.13 ,2927.00 ,3015.27 ,2927.00 ,69.36 ,0.029711371,0.009070738,0.029664939,0.038297928
2008/7/10,2973.73 ,2970.98 ,3056.91 ,2950.20 ,61.65 ,0.035531637,0.014913857,0.000925192,-0.01382589
2008/7/11,2953.50 ,2962.86 ,2988.20 ,2913.87 ,44.29 ,0.025189105,-0.002736847,-0.00316411,-0.006826149
2008/7/14,2975.87 ,2927.24 ,2996.59 ,2917.02 ,34.58 ,0.026912428,-0.012095019,0.016476434,0.007545525
2008/7/15,2852.98 ,2987.06 ,2997.67 ,2849.20 ,47.29 ,0.050797067,0.020229627,-0.045925564,-0.042172371
2008/7/16,2745.60 ,2818.76 ,2824.88 ,2702.66 ,39.40 ,0.044229413,-0.057992554,-0.026297442,-0.038364432
2008/7/17,2718.07 ,2790.26 ,2812.99 ,2705.81 ,32.69 ,0.038846662,-0.01016229,-0.026212712,-0.010077561
2008/7/18,2815.46 ,2746.54 ,2818.06 ,2690.07 ,40.20 ,0.046481489,-0.015792844,0.024783721,0.035203589
2008/7/21,2911.05 ,2792.83 ,2915.29 ,2780.28 ,45.12 ,0.047417658,0.016713481,0.041458422,0.033388182
2008/7/22,2904.74 ,2905.28 ,2931.45 ,2890.25 ,38.82 ,0.014154178,0.039474353,-0.000185886,-0.002169955
2008/7/23,2883.32 ,2923.05 ,2941.97 ,2879.18 ,38.82 ,0.021573894,0.00609782,-0.013685184,-0.007401477
2008/7/24,2977.36 ,2905.04 ,2979.75 ,2902.98 ,48.54 ,0.026101609,-0.006180432,0.024589842,0.032094594
2008/7/25,2939.20 ,2939.32 ,2967.72 ,2916.68 ,40.57 ,0.017347998,0.011731103,-4.08266E-05,-0.012899566
2008/7/28,2960.85 ,2959.11 ,2997.60 ,2946.49 ,39.31 ,0.017197337,0.006710285,0.000587842,0.007338954
2008/7/29,2905.63 ,2921.25 ,2921.25 ,2881.05 ,36.04 ,0.013856796,-0.012876941,-0.005361373,-0.018826155
2008/7/30,2884.38 ,2940.02 ,2949.94 ,2866.03 ,29.81 ,0.028857034,0.006404777,-0.019106412,-0.007340262
2008/7/31,2805.21 ,2894.25 ,2899.07 ,2804.70 ,27.94 ,0.033093415,-0.015690374,-0.031247608,-0.02783157
2008/8/1,2840.79 ,2786.12 ,2868.68 ,2748.76 ,34.03 ,0.042702093,-0.038076063,0.019432236,0.01260378
2008/8/4,2773.15 ,2816.94 ,2832.89 ,2767.53 ,22.78 ,0.023342166,0.011001242,-0.015667331,-0.024098324
2008/8/5,2703.08 ,2780.76 ,2792.74 ,2695.37 ,30.47 ,0.035487707,-0.012926918,-0.028332408,-0.025591995
2008/8/6,2721.69 ,2723.52 ,2749.10 ,2679.66 ,27.40 ,0.025583665,-0.02079911,-0.00067215,0.006861147
2008/8/7,2720.44 ,2717.66 ,2747.88 ,2683.41 ,23.37 ,0.023741332,-0.002153945,0.001022416,-0.000459379
2008/8/8,2591.46 ,2719.38 ,2719.38 ,2581.81 ,30.90 ,0.05191321,0.000632697,-0.04818249,-0.048572208
2008/8/11,2456.81 ,2579.80 ,2580.72 ,2442.79 ,32.12 ,0.054927601,-0.052692037,-0.048848116,-0.053357663
2008/8/12,2444.16 ,2431.38 ,2474.32 ,2413.60 ,24.19 ,0.024846202,-0.059252879,0.005242508,-0.005162255
2008/8/13,2444.67 ,2427.49 ,2466.09 ,2369.58 ,27.55 ,0.039921176,-0.001601196,0.007052343,0.000208639
2008/8/14,2443.51 ,2429.98 ,2461.24 ,2410.49 ,20.16 ,0.020835242,0.001025225,0.005552503,-0.000474614
2008/8/15,2447.61 ,2440.39 ,2479.15 ,2412.95 ,20.42 ,0.027065694,0.004274836,0.002954176,0.001676508
2008/8/18,2313.40 ,2451.31 ,2452.63 ,2312.95 ,23.62 ,0.058637152,0.004464713,-0.057904272,-0.056393734
2008/8/19,2348.47 ,2285.51 ,2356.19 ,2273.89 ,19.48 ,0.035553886,-0.070033381,0.027174858,0.015045748
2008/8/20,2532.94 ,2332.39 ,2533.30 ,2312.18 ,45.04 ,0.091331998,0.020304299,0.08248719,0.075616631
2008/8/21,2443.98 ,2494.26 ,2535.86 ,2438.86 ,37.52 ,0.039002113,0.067098599,-0.020364234,-0.035752825
2008/8/22,2404.93 ,2421.25 ,2437.43 ,2362.63 ,26.30 ,0.0311688,-0.029708156,-0.006763139,-0.016107061
2008/8/25,2400.55 ,2408.03 ,2439.91 ,2373.76 ,18.64 ,0.027485957,-0.00547495,-0.003111108,-0.001822919
2008/8/26,2331.53 ,2370.53 ,2390.66 ,2306.94 ,23.74 ,0.035647507,-0.015695427,-0.016588854,-0.029173173
2008/8/27,2325.29 ,2322.54 ,2367.72 ,2291.35 ,23.86 ,0.032786303,-0.020452144,0.001183348,-0.002679942
2008/8/28,2335.86 ,2325.26 ,2363.56 ,2316.68 ,20.40 ,0.020033831,0.001170446,0.004548271,0.004535369
2008/8/29,2391.64 ,2347.40 ,2418.05 ,2339.52 ,28.88 ,0.03301565,0.009476472,0.01867099,0.023599191
2008/9/1,2309.17 ,2372.64 ,2372.64 ,2297.02 ,21.15 ,0.032390629,0.010694927,-0.027115107,-0.03509117
2008/9/2,2285.41 ,2292.69 ,2309.21 ,2268.00 ,18.44 ,0.018007089,-0.034277459,-0.003180361,-0.010342713
2008/9/3,2245.96 ,2279.60 ,2296.03 ,2219.56 ,23.75 ,0.033872567,-0.005725812,-0.014866942,-0.017412393
2008/9/4,2251.15 ,2238.64 ,2270.41 ,2216.11 ,18.99 ,0.024207025,-0.01813145,0.005572658,0.00230815
2008/9/5,2183.43 ,2193.04 ,2221.09 ,2172.94 ,21.65 ,0.021916977,-0.02057983,-0.004391674,-0.030544162
2008/9/8,2126.52 ,2189.82 ,2198.76 ,2119.12 ,22.19 ,0.036892657,-0.00146936,-0.029332508,-0.026410194
2008/9/9,2139.14 ,2135.22 ,2150.99 ,2111.40 ,17.62 ,0.018576967,-0.025249663,0.001834193,0.005917038
2008/9/10,2143.18 ,2124.97 ,2181.25 ,2099.23 ,22.06 ,0.038327496,-0.004812001,0.008533023,0.001886828
2008/9/11,2072.13 ,2135.45 ,2141.99 ,2067.25 ,22.18 ,0.035516082,0.004919713,-0.030100334,-0.033713644
2008/9/12,2077.85 ,2071.06 ,2102.98 ,2066.44 ,19.20 ,0.017528067,-0.030616844,0.003273152,0.002756642
2008/9/16,2000.65 ,2050.32 ,2050.32 ,1987.30 ,33.56 ,0.031218945,-0.010064675,-0.024523751,-0.037861578
2008/9/17,1929.13 ,1981.25 ,2003.91 ,1923.55 ,32.86 ,0.040927835,-0.03426792,-0.026658835,-0.036403004
2008/9/18,1895.99 ,1876.96 ,1936.73 ,1804.77 ,47.82 ,0.070567824,-0.054074512,0.010087683,-0.017327995
2008/9/19,2073.11 ,2065.78 ,2073.11 ,2046.22 ,36.53 ,0.013055707,0.095854432,0.003542016,0.089308766
2008/9/22,2207.61 ,2228.37 ,2258.42 ,2130.32 ,101.99 ,0.058393251,0.075762497,-0.009359894,0.062860587
2008/9/23,2123.48 ,2141.60 ,2180.37 ,2118.92 ,78.37 ,0.028588062,-0.039717163,-0.008496961,-0.03885423
2008/9/24,2138.85 ,2072.65 ,2139.22 ,2050.97 ,45.33 ,0.042128425,-0.032725231,0.03144032,0.007212049
2008/9/25,2223.53 ,2143.73 ,2256.27 ,2139.62 ,74.24 ,0.053084764,0.033719321,0.036548721,0.038827722
2008/9/26,2243.66 ,2234.46 ,2257.16 ,2192.13 ,59.43 ,0.029233712,0.041452286,0.004108873,0.009012438
2008/10/6,2128.70 ,2206.56 ,2206.56 ,2128.27 ,45.58 ,0.036125299,-0.012564846,-0.035923277,-0.052596996
2008/10/7,2102.45 ,2043.92 ,2136.12 ,2024.65 ,43.07 ,0.053594253,-0.076565209,0.028233799,-0.012408133
2008/10/8,2022.88 ,2041.99 ,2073.07 ,2000.52 ,36.88 ,0.035623454,-0.00094471,-0.009402584,-0.038581093
2008/10/9,1995.30 ,2059.59 ,2063.30 ,1993.01 ,33.58 ,0.034660584,0.008582111,-0.031712519,-0.013727824
2008/10/10,1906.96 ,1913.27 ,1938.21 ,1881.67 ,39.15 ,0.029605186,-0.073693114,-0.003303469,-0.045284064
2008/10/13,1985.49 ,1889.75 ,1985.63 ,1841.53 ,43.54 ,0.075339496,-0.012369275,0.04942119,0.040355384
2008/10/14,1934.62 ,2054.41 ,2060.49 ,1934.46 ,54.33 ,0.063115601,0.083544157,-0.060077777,-0.02595481
2008/10/15,1914.36 ,1911.03 ,1930.63 ,1892.02 ,31.89 ,0.020201333,-0.072346338,0.001740999,-0.010527562
2008/10/16,1820.90 ,1833.48 ,1866.90 ,1818.93 ,40.53 ,0.026030885,-0.041426563,-0.006884916,-0.050052479
2008/10/17,1833.26 ,1837.91 ,1851.33 ,1805.67 ,28.72 ,0.024972586,0.002413256,-0.002533254,0.006764918
2008/10/20,1896.73 ,1828.41 ,1899.35 ,1802.10 ,33.28 ,0.052559071,-0.00518232,0.036684614,0.034035548
2008/10/21,1881.41 ,1901.24 ,1928.19 ,1880.52 ,38.91 ,0.025033405,0.039059568,-0.010484809,-0.008109855
2008/10/22,1833.32 ,1854.60 ,1887.31 ,1832.45 ,32.97 ,0.029498666,-0.024837265,-0.011540509,-0.025892965
2008/10/23,1834.78 ,1794.68 ,1836.41 ,1779.13 ,35.76 ,0.031688098,-0.032842306,0.02209785,0.000796052
2008/10/24,1781.60 ,1831.46 ,1840.88 ,1769.11 ,32.98 ,0.039767123,0.02028673,-0.027601626,-0.029412746
2008/10/27,1654.67 ,1746.67 ,1746.67 ,1652.79 ,36.44 ,0.055246349,-0.047402345,-0.054109525,-0.073910244
2008/10/28,1705.82 ,1614.62 ,1716.31 ,1607.67 ,46.79 ,0.065390712,-0.078611483,0.054946299,0.03044434
2008/10/29,1658.22 ,1723.23 ,1731.26 ,1657.65 ,38.87 ,0.04344853,0.065100802,-0.038455699,-0.028301196
2008/10/30,1697.66 ,1669.97 ,1723.93 ,1646.35 ,41.28 ,0.046045852,-0.031394775,0.01644517,0.023506094
2008/10/31,1663.66 ,1688.09 ,1696.65 ,1655.09 ,28.32 ,0.024800331,0.01079205,-0.014577718,-0.020230838
2008/11/3,1653.54 ,1648.56 ,1684.56 ,1643.42 ,25.38 ,0.024724966,-0.023695533,0.003016265,-0.00610155
2008/11/4,1627.76 ,1646.20 ,1648.45 ,1606.73 ,26.10 ,0.025634395,-0.001432578,-0.011264765,-0.015713608
2008/11/5,1691.42 ,1641.26 ,1714.66 ,1641.26 ,42.42 ,0.043750571,-0.003005362,0.030104173,0.038363576
2008/11/6,1649.78 ,1648.13 ,1661.44 ,1638.34 ,30.78 ,0.014001162,0.004177072,0.001000634,-0.024926467
2008/11/7,1677.83 ,1618.75 ,1690.11 ,1612.74 ,31.52 ,0.04685902,-0.017987065,0.035847045,0.016859346
2008/11/10,1801.66 ,1714.12 ,1803.12 ,1714.12 ,63.95 ,0.050618668,0.057245583,0.049808633,0.07120717
2008/11/11,1781.36 ,1795.30 ,1824.93 ,1778.33 ,66.07 ,0.025866908,0.04627231,-0.007795021,-0.011331345
2008/11/12,1801.82 ,1758.48 ,1806.23 ,1754.29 ,44.09 ,0.029177583,-0.020722339,0.024347466,0.011420148
